track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 23rd May 2025 19:25,N/A,19:25,Good,6f,Apache Outlaw (IRE),Adam Caffrey,0,A McGuinness,5th,1/2 l,5,9-0,86,True,176,39
Curragh Racing Results | 23rd May 2025 19:25,N/A,19:25,Good,6f,Heavenly Power (IRE),W M Lordan,0,E Lynam,4th,Neck,7,9-6,92,True,176,39
Curragh Racing Results | 23rd May 2025 19:25,N/A,19:25,Good,6f,Barbapapa (IRE),A J Slattery,0,H De Bromhead,3rd,3/4 l,6,8-10tp,82,True,176,39
Curragh Racing Results | 23rd May 2025 19:25,N/A,19:25,Good,6f,Keke,W J Lee,0,E Lynam,2nd,3 l,5,9-6t,92,True,176,39
Curragh Racing Results | 23rd May 2025 19:25,N/A,19:25,Good,6f,Moltophino (IRE),C D Hayes,0,J A Kinsella,1st,N/A,4,8-7tp,75,True,176,39
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Glasheen Girl (IRE),C Geerdharry,7,F Birrane,10th,8 l,3,9-3v,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Never Not Lucky (IRE),G M Ryan,0,D Dias,9th,21 l,3,9-3h1,74,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Akashaa (IRE),L F Roche,0,N Lupini,8th,1/2 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Yquem (IRE),A J Slattery,0,John O'Donoghue,7th,4 1/4 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Charasson (IRE),J A Heffernan,0,J Feane,6th,1 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Suerte (IRE),R C Colgan,0,S Lavery,5th,2 1/2 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Glory To Be (IRE),C D Hayes,0,K Prendergast,4th,3/4 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Naoi (IRE),W J Lee,0,P Twomey,3rd,2 3/4 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Cold Hearted (IRE),S Foley,0,Mrs J Harrington,2nd,1 3/4 l,3,9-3p,76,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Bonus Time (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Glasheen Girl (IRE),C Geerdharry,7,F Birrane,10th,8 l,3,9-3v,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Never Not Lucky (IRE),G M Ryan,0,D Dias,9th,21 l,3,9-3h1,74,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Akashaa (IRE),L F Roche,0,N Lupini,8th,1/2 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Yquem (IRE),A J Slattery,0,John O'Donoghue,7th,4 1/4 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Charasson (IRE),J A Heffernan,0,J Feane,6th,1 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Suerte (IRE),R C Colgan,0,S Lavery,5th,2 1/2 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Glory To Be (IRE),C D Hayes,0,K Prendergast,4th,3/4 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Naoi (IRE),W J Lee,0,P Twomey,3rd,2 3/4 l,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Cold Hearted (IRE),S Foley,0,Mrs J Harrington,2nd,1 3/4 l,3,9-3p,76,True,176,40
Curragh Racing Results | 23rd May 2025 19:55,N/A,19:55,Good,6f,Bonus Time (IRE),G F Carroll,0,G P Cromwell,1st,N/A,3,9-3,-,True,176,40
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Mags (IRE),P A Harnett,5,K P Cotter,20th,1 1/4 l,4,9-5,71,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Pansy Poe (IRE),B M Coen,0,Eoghan O'Neill,19th,2 1/2 l,4,9-1,67,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Ocean Manifest (IRE),J Kearney,3,Stephen Thorne,18th,1 1/4 l,4,9-8t,74,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Shigar (IRE),J A Orr,10,W Durkan,17th,1 1/4 l,6,10-1h,81,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Everylittlestep (IRE),N M Crosse,0,Yvonne Latta,16th,1/2 l,7,8-12t,64,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Red Hugh O'Donnell (IRE),J A Heffernan,0,G Scott,15th,1 3/4 l,4,9-0tb,66,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Buckle And Bolts (IRE),R Donaghue-Leahy,7,S Lavery,14th,1/2 l,4,9-2,68,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Thompson Gunner (IRE),W Joyce,3,Cian Hughes,13th,1 l,4,8-12,64,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Port Louis (IRE),C T Keane,0,N Meade,12th,Nose,4,9-8,74,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Mapa (CAN),R C Colgan,0,S Lavery,11th,1 l,4,9-0,66,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Nahori,W M Lordan,0,N Lupini,10th,3/4 l,5,8-9,61,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Moyassr (IRE),D McMonagle,0,John E & Kiely,9th,Nose,4,9-4tp,70,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Touch The Sound (IRE),J M Sheridan,0,J A Stack,8th,Nose,4,9-3,69,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Free Solo (IRE),M W Hassett,5,P J F Murphy,7th,3/4 l,8,9-4tp,70,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Pier Pressure (FR),Nicola Burns,7,G M Lyons,6th,Neck,5,9-9,75,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Cordouan (FR),P McGettigan,7,P Sweeney,5th,1 l,7,8-9,61,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Catena Zapata (IRE),C Cusack,10,H De Bromhead,4th,1 1/4 l,7,9-8t,74,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Auburn Avenue (IRE),C D Hayes,0,C Timmons,3rd,Nose,4,8-11tp,63,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Anvika (IRE),R P Cleary,0,S Lavery,2nd,1 1/4 l,4,9-10,76,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Ransom,L T McAteer,0,P Sweeney,1st,N/A,8,8-12t,64,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Mags (IRE),P A Harnett,5,K P Cotter,20th,1 1/4 l,4,9-5,71,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Pansy Poe (IRE),B M Coen,0,Eoghan O'Neill,19th,2 1/2 l,4,9-1,67,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Ocean Manifest (IRE),J Kearney,3,Stephen Thorne,18th,1 1/4 l,4,9-8t,74,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Shigar (IRE),J A Orr,10,W Durkan,17th,1 1/4 l,6,10-1h,81,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Everylittlestep (IRE),N M Crosse,0,Yvonne Latta,16th,1/2 l,7,8-12t,64,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Red Hugh O'Donnell (IRE),J A Heffernan,0,G Scott,15th,1 3/4 l,4,9-0tb,66,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Buckle And Bolts (IRE),R Donaghue-Leahy,7,S Lavery,14th,1/2 l,4,9-2,68,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Thompson Gunner (IRE),W Joyce,3,Cian Hughes,13th,1 l,4,8-12,64,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Port Louis (IRE),C T Keane,0,N Meade,12th,Nose,4,9-8,74,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Mapa (CAN),R C Colgan,0,S Lavery,11th,1 l,4,9-0,66,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Nahori,W M Lordan,0,N Lupini,10th,3/4 l,5,8-9,61,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Moyassr (IRE),D McMonagle,0,John E & Kiely,9th,Nose,4,9-4tp,70,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Touch The Sound (IRE),J M Sheridan,0,J A Stack,8th,Nose,4,9-3,69,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Free Solo (IRE),M W Hassett,5,P J F Murphy,7th,3/4 l,8,9-4tp,70,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Pier Pressure (FR),Nicola Burns,7,G M Lyons,6th,Neck,5,9-9,75,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Cordouan (FR),P McGettigan,7,P Sweeney,5th,1 l,7,8-9,61,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Catena Zapata (IRE),C Cusack,10,H De Bromhead,4th,1 1/4 l,7,9-8t,74,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Auburn Avenue (IRE),C D Hayes,0,C Timmons,3rd,Nose,4,8-11tp,63,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Anvika (IRE),R P Cleary,0,S Lavery,2nd,1 1/4 l,4,9-10,76,True,176,41
Curragh Racing Results | 23rd May 2025 20:25,N/A,20:25,Good,1m,Ransom,L T McAteer,0,P Sweeney,1st,N/A,8,8-12t,64,True,176,41
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Sand Art (IRE),J A Heffernan,0,Kevin Coleman,9th,2 1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Cisterna (IRE),A J Slattery,0,A Slattery,8th,1 1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Killourney Reigns (IRE),B M Coen,0,J P Murtagh,7th,1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Slaudeen,S Foley,0,Mrs J Harrington,6th,3/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Ennoble (IRE),D McMonagle,0,J P O'Brien,5th,1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Maximum Scepticism (IRE),D P McDonogh,0,J P O'Brien,4th,2 1/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Learntodiscover,C T Keane,0,G M Lyons,3rd,1 1/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Kansas (IRE),W M Lordan,0,A P O'Brien,2nd,3/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Brussels,R L Moore,0,A P O'Brien,1st,N/A,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Sand Art (IRE),J A Heffernan,0,Kevin Coleman,9th,2 1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Cisterna (IRE),A J Slattery,0,A Slattery,8th,1 1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Killourney Reigns (IRE),B M Coen,0,J P Murtagh,7th,1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Slaudeen,S Foley,0,Mrs J Harrington,6th,3/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Ennoble (IRE),D McMonagle,0,J P O'Brien,5th,1/2 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Maximum Scepticism (IRE),D P McDonogh,0,J P O'Brien,4th,2 1/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Learntodiscover,C T Keane,0,G M Lyons,3rd,1 1/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Kansas (IRE),W M Lordan,0,A P O'Brien,2nd,3/4 l,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:20,N/A,13:20,Good  (Turf),6f,Brussels,R L Moore,0,A P O'Brien,1st,N/A,2,9-5,-,True,176,42
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Riviera Queen (IRE),S Foley,0,Mrs J Harrington,7th,59 l,4,9-2,95,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,San Salvador (IRE),D P McDonogh,0,J P O'Brien,6th,3 3/4 l,9,9-7,-,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Masoun (FR),S T McCullagh,0,J P O'Brien,5th,3 1/4 l,4,9-7t1,84,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Siege Of Troy,O Murphy,0,J P Murtagh,4th,4 l,4,9-2p,102,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Magical Hope,W J Lee,0,P Twomey,3rd,Head,4,9-5,99,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Romzina (IRE),C D Hayes,0,D K Weld,2nd,4 l,4,9-2h,94,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Trustyourinstinct (IRE),D McMonagle,0,J P O'Brien,1st,N/A,5,9-12,109,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Riviera Queen (IRE),S Foley,0,Mrs J Harrington,7th,59 l,4,9-2,95,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,San Salvador (IRE),D P McDonogh,0,J P O'Brien,6th,3 3/4 l,9,9-7,-,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Masoun (FR),S T McCullagh,0,J P O'Brien,5th,3 1/4 l,4,9-7t1,84,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Siege Of Troy,O Murphy,0,J P Murtagh,4th,4 l,4,9-2p,102,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Magical Hope,W J Lee,0,P Twomey,3rd,Head,4,9-5,99,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Romzina (IRE),C D Hayes,0,D K Weld,2nd,4 l,4,9-2h,94,True,176,43
Curragh Racing Results | 24th May 2025 13:55,N/A,13:55,Good,1m 4f,Trustyourinstinct (IRE),D McMonagle,0,J P O'Brien,1st,N/A,5,9-12,109,True,176,43
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Molto Amichi (IRE),W M Lordan,0,E Griffin,19th,2 1/4 l,4,8-7,78,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Westminster Moon (IRE),J A Heffernan,0,A J Martin,18th,3 3/4 l,5,10-5t,105,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Nurburgring (IRE),D P McDonogh,0,J P O'Brien,17th,1/2 l,5,9-7t,93,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Longbourn (IRE),S Foley,0,R O'Sullivan,16th,Nose,9,9-10t,96,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Jungle Cove (IRE),Nicola Burns,7,Mrs J Harrington,15th,3/4 l,8,8-9p,81,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Aeronautic (IRE),D McMonagle,0,J P O'Brien,14th,3/4 l,4,9-10t,96,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Mr Rango (IRE),P McGettigan,7,John M Harney,13th,1 1/4 l,7,8-11,83,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Final Voyage (IRE),C Geerdharry,7,J P Murtagh,12th,Neck,7,9-4,90,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Zoffman (IRE),R Whearty,3,N Meade,11th,Head,6,9-2,88,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Cheers Again,J Cleary,5,P W Flynn,10th,Neck,6,8-7,79,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Himalayan Heights (IRE),C T Keane,0,G M Lyons,9th,Neck,4,9-7,93,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Dutch Gold (IRE),C D Hayes,0,N Meade,8th,1/2 l,5,8-13p1,85,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Mashhoor,B M Coen,0,J P Murtagh,7th,1/2 l,7,9-10,96,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Soaring Monarch (IRE),N G McCullagh,0,J M Barrett,6th,Neck,8,9-4,90,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Retracement (IRE),J A Powell,3,J P Murtagh,5th,1 1/4 l,4,8-12,84,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Ceallach (IRE),L T McAteer,0,D Marnane,4th,1/2 l,6,8-13t,85,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,3rd,1/2 l,7,9-11v,97,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Cloud Seeker,A J Slattery,0,A Slattery,2nd,Short Head,4,9-2,88,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Apercu (IRE),W J Lee,0,A Oliver,1st,N/A,5,9-6b,92,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Molto Amichi (IRE),W M Lordan,0,E Griffin,19th,2 1/4 l,4,8-7,78,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Westminster Moon (IRE),J A Heffernan,0,A J Martin,18th,3 3/4 l,5,10-5t,105,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Nurburgring (IRE),D P McDonogh,0,J P O'Brien,17th,1/2 l,5,9-7t,93,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Longbourn (IRE),S Foley,0,R O'Sullivan,16th,Nose,9,9-10t,96,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Jungle Cove (IRE),Nicola Burns,7,Mrs J Harrington,15th,3/4 l,8,8-9p,81,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Aeronautic (IRE),D McMonagle,0,J P O'Brien,14th,3/4 l,4,9-10t,96,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Mr Rango (IRE),P McGettigan,7,John M Harney,13th,1 1/4 l,7,8-11,83,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Final Voyage (IRE),C Geerdharry,7,J P Murtagh,12th,Neck,7,9-4,90,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Zoffman (IRE),R Whearty,3,N Meade,11th,Head,6,9-2,88,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Cheers Again,J Cleary,5,P W Flynn,10th,Neck,6,8-7,79,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Himalayan Heights (IRE),C T Keane,0,G M Lyons,9th,Neck,4,9-7,93,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Dutch Gold (IRE),C D Hayes,0,N Meade,8th,1/2 l,5,8-13p1,85,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Mashhoor,B M Coen,0,J P Murtagh,7th,1/2 l,7,9-10,96,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Soaring Monarch (IRE),N G McCullagh,0,J M Barrett,6th,Neck,8,9-4,90,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Retracement (IRE),J A Powell,3,J P Murtagh,5th,1 1/4 l,4,8-12,84,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Ceallach (IRE),L T McAteer,0,D Marnane,4th,1/2 l,6,8-13t,85,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Star Harbour (IRE),Adam Caffrey,0,A McGuinness,3rd,1/2 l,7,9-11v,97,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Cloud Seeker,A J Slattery,0,A Slattery,2nd,Short Head,4,9-2,88,True,176,44
Curragh Racing Results | 24th May 2025 14:30,N/A,14:30,Good,1m 2f,Apercu (IRE),W J Lee,0,A Oliver,1st,N/A,5,9-6b,92,True,176,44
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Storm Boy (AUS),R L Moore,0,A P O'Brien,9th,1 1/2 l,3,9-5,114,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Iberian (IRE),Jason Watson,0,C Hills,8th,Short Head,4,9-5t,107,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Grand Grey (IRE),J P Spencer,0,K A Ryan,7th,2 3/4 l,4,9-5,107,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Easy (IRE),A J Slattery,0,A Slattery,6th,Nose,5,9-2,100,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,My Mate Alfie (IRE),C T Keane,0,G M Lyons,5th,1/2 l,4,9-5b,112,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Vespertilio (FR),D McMonagle,0,W McCreery,4th,1/2 l,4,9-2,104,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Big Gossey (IRE),W J Lee,0,C O'Brien,3rd,Neck,8,9-5t,105,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Lethal Levi,C Lee,0,K R Burke,2nd,Short Head,6,9-5b,109,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,James's Delight (IRE),O Murphy,0,C G Cox,1st,N/A,4,9-5,108,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Storm Boy (AUS),R L Moore,0,A P O'Brien,9th,1 1/2 l,3,9-5,114,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Iberian (IRE),Jason Watson,0,C Hills,8th,Short Head,4,9-5t,107,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Grand Grey (IRE),J P Spencer,0,K A Ryan,7th,2 3/4 l,4,9-5,107,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Easy (IRE),A J Slattery,0,A Slattery,6th,Nose,5,9-2,100,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,My Mate Alfie (IRE),C T Keane,0,G M Lyons,5th,1/2 l,4,9-5b,112,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Vespertilio (FR),D McMonagle,0,W McCreery,4th,1/2 l,4,9-2,104,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Big Gossey (IRE),W J Lee,0,C O'Brien,3rd,Neck,8,9-5t,105,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,Lethal Levi,C Lee,0,K R Burke,2nd,Short Head,6,9-5b,109,True,176,45
Curragh Racing Results | 24th May 2025 15:05,N/A,15:05,Good,6f,James's Delight (IRE),O Murphy,0,C G Cox,1st,N/A,4,9-5,108,True,176,45
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Expanded (IRE),W M Lordan,0,A P O'Brien,9th,3 3/4 l,3,9-2,117,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Windlord,C D Hayes,0,A M Balding,8th,Neck,3,9-2p1,105,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Officer (IRE),R L Moore,0,A P O'Brien,7th,1 1/2 l,3,9-2,108,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Scorthy Champ (IRE),D McMonagle,0,J P O'Brien,6th,3/4 l,3,9-2,115,True,176,46
Curragh Racing Results | 24th May 2025 15:40,N/A,15:40,Good,1m,Comanche Brave (IRE),G M Ryan,0,Donnacha O'Brien,5th,Neck,3,9-2,107,True,176,46
