track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Call The Tune (IRE),M J M O'Sullivan,0,B Connell,NR,N/A,10,11-12,114,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Monsant (IRE),R A Berry,7,Colm Murphy,6th,11 l,6,11-4,106,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Dream Shaper (IRE),C M Quirke,5,I Madden,5th,Head,5,11-0t,102,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Depalma (IRE),B Hayes,0,Colm Murphy,4th,3 l,5,10-9,97,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Fighting Fit,C G O'Dwyer,5,J P Dempsey,3rd,1/2 l,9,12-0t,116,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Jinxs Link (IRE),S F O'Keeffe,0,M Rice,2nd,7 l,8,11-0,102,True,144,32
Galway Racing Results | 8th October 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 2f 209y,Wee Charlie (IRE),J W Kennedy,0,Gerard O'Leary,1st,N/A,7,11-4,106,True,144,32
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Donacheady Gale (IRE),S F O'Keeffe,0,J P Ryan,NR,N/A,10,11-6b,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Flanking Maneuver (IRE),Mr R James,7,G Elliott,3rd,2 1/4 l,9,11-10tb,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Another Choice (IRE),J Smith,7,M J Smith,2nd,7 1/2 l,7,11-6,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Buddy One (IRE),J G Gilligan,7,P J Gilligan,1st,N/A,7,10-13,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Donacheady Gale (IRE),S F O'Keeffe,0,J P Ryan,NR,N/A,10,11-6b,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Flanking Maneuver (IRE),Mr R James,7,G Elliott,3rd,2 1/4 l,9,11-10tb,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Another Choice (IRE),J Smith,7,M J Smith,2nd,7 1/2 l,7,11-6,-,True,144,33
Galway Racing Results | 8th October 2024 15:45,N/A,15:45,Good (Good To Yielding In Places),2m 6f 111y,Buddy One (IRE),J G Gilligan,7,P J Gilligan,1st,N/A,7,10-13,-,True,144,33
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Little Mixup (IRE),M M McDonagh,0,D Hogan,UR,N/A,7,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Sequestered (IRE),J G Gilligan,7,P J Gilligan,8th,5 l,6,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Howya Luveen (IRE),D Meyler,0,R O'Sullivan,7th,11 l,6,11-5,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Brazil (IRE),S D Torrens,0,P Roche,6th,6 l,6,11-12t,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,One Last Tango (IRE),M P Walsh,0,E Griffin,5th,9 l,7,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Park The Giant (IRE),B Hayes,0,P Fenton,4th,3 1/4 l,6,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Will Do (IRE),J W Kennedy,0,G Elliott,3rd,1 3/4 l,7,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Anyway (GER),M J M O'Sullivan,0,D Budds,2nd,1/2 l,6,11-12p,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,The Other Mozzie (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Little Mixup (IRE),M M McDonagh,0,D Hogan,UR,N/A,7,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Sequestered (IRE),J G Gilligan,7,P J Gilligan,8th,5 l,6,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Howya Luveen (IRE),D Meyler,0,R O'Sullivan,7th,11 l,6,11-5,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Brazil (IRE),S D Torrens,0,P Roche,6th,6 l,6,11-12t,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,One Last Tango (IRE),M P Walsh,0,E Griffin,5th,9 l,7,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Park The Giant (IRE),B Hayes,0,P Fenton,4th,3 1/4 l,6,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Will Do (IRE),J W Kennedy,0,G Elliott,3rd,1 3/4 l,7,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,Anyway (GER),M J M O'Sullivan,0,D Budds,2nd,1/2 l,6,11-12p,-,True,144,34
Galway Racing Results | 8th October 2024 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 2f 54y,The Other Mozzie (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,5,11-12,-,True,144,34
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Our Bobby (IRE),E Walsh,0,J M Burke,NR,N/A,7,11-12h,107,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Jacenry (FR),B W Harvey,0,William Harvey,F,N/A,5,11-1,96,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Ricky Langford (IRE),J P O'Sullivan,0,P J Rothwell,6th,54 l,10,11-1b,96,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,5th,5 l,11,10-0,81,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Kilmurry Jj (IRE),J P Shinnick,5,T O'Brien,4th,2 1/4 l,7,11-13t,108,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Farrokh (FR),M J M O'Sullivan,0,B Connell,3rd,6 l,5,11-11,106,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Likable Chancer (IRE),D King,0,D Howard,2nd,Head,10,10-0tb,81,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Hazelhatch Lady (IRE),K C Sexton,0,James Andrew Fahey,1st,N/A,7,12-0,109,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Our Bobby (IRE),E Walsh,0,J M Burke,NR,N/A,7,11-12h,107,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Jacenry (FR),B W Harvey,0,William Harvey,F,N/A,5,11-1,96,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Ricky Langford (IRE),J P O'Sullivan,0,P J Rothwell,6th,54 l,10,11-1b,96,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Cottage Artist (IRE),G B Noonan,5,V T O'Brien,5th,5 l,11,10-0,81,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Kilmurry Jj (IRE),J P Shinnick,5,T O'Brien,4th,2 1/4 l,7,11-13t,108,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Farrokh (FR),M J M O'Sullivan,0,B Connell,3rd,6 l,5,11-11,106,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Likable Chancer (IRE),D King,0,D Howard,2nd,Head,10,10-0tb,81,True,144,35
Galway Racing Results | 8th October 2024 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 2f 54y,Hazelhatch Lady (IRE),K C Sexton,0,James Andrew Fahey,1st,N/A,7,12-0,109,True,144,35
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Dunbell Diva (IRE),Mr D O'Connor,0,J J Hanlon,NR,N/A,4,11-3,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Live Aid (IRE),Mr J L Gleeson,5,E Mullins,RO,N/A,4,11-10,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Rural Link (IRE),Mr P W Mullins,0,J S Bolger,RO,N/A,4,11-10t,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Ifallgoeswell (IRE),Mr R W Barron,5,C Byrnes,C,N/A,4,11-10,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Our Haybob (IRE),Mr H C Swan,3,Peter Fahey,5th,23 l,4,11-3,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Marine Ranger (IRE),Mr F Maguire,0,P A Fahy,4th,41 l,4,11-10,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Matter Of Opinion (IRE),Ms L A Byrne,7,William Harvey,3rd,3 l,4,11-10t,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Time In A Bottle,Mr D T Hyde,7,H De Bromhead,2nd,8 l,4,11-3ht,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Reiki Revolution (IRE),Mr D Doyle,7,J J Hanlon,1st,N/A,4,11-10h1,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Dunbell Diva (IRE),Mr D O'Connor,0,J J Hanlon,NR,N/A,4,11-3,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Live Aid (IRE),Mr J L Gleeson,5,E Mullins,RO,N/A,4,11-10,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Rural Link (IRE),Mr P W Mullins,0,J S Bolger,RO,N/A,4,11-10t,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Ifallgoeswell (IRE),Mr R W Barron,5,C Byrnes,C,N/A,4,11-10,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Our Haybob (IRE),Mr H C Swan,3,Peter Fahey,5th,23 l,4,11-3,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Marine Ranger (IRE),Mr F Maguire,0,P A Fahy,4th,41 l,4,11-10,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Matter Of Opinion (IRE),Ms L A Byrne,7,William Harvey,3rd,3 l,4,11-10t,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Time In A Bottle,Mr D T Hyde,7,H De Bromhead,2nd,8 l,4,11-3ht,-,True,144,36
Galway Racing Results | 8th October 2024 17:20,N/A,17:20,Good (Good To Yielding In Places),2m 130y,Reiki Revolution (IRE),Mr D Doyle,7,J J Hanlon,1st,N/A,4,11-10h1,-,True,144,36
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Lost President (IRE),S Foley,0,R O'Sullivan,NR,N/A,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Amavasya (IRE),D E Sheehy,0,M C Grassick,NR,N/A,2,9-3,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Twinkling Toes (IRE),N G McCullagh,0,Charles Weld,19th,2 3/4 l,2,9-1h,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Wild Island (IRE),R P Cleary,0,Ciaran Murphy,18th,3 1/2 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Hi George (IRE),R C Colgan,0,N Slevin,17th,9 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Clarabell,J Cleary,7,A Sexton,16th,4 3/4 l,2,8-9,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,A Call Too Soon (IRE),A J Slattery,0,J A Stack,15th,1 1/4 l,2,8-13,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Harlem Playgirl (IRE),C D Hayes,0,A Oliver,14th,Head,2,8-11,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Aleppo Pepper (IRE),K G Kennedy,7,K P Cotter,13th,1 3/4 l,2,8-9,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Arabella Cee (IRE),D P McDonogh,0,W McCreery,12th,1 1/4 l,2,9-1,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Lyle The Crocodile (IRE),R Whearty,3,Joseph Murray,11th,1/2 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Cala Bonita (IRE),W Joyce,5,M J Smith,10th,1 1/4 l,2,8-9,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Dark Ace (IRE),Adam Caffrey,3,A McGuinness,9th,Short Head,2,9-2,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Taudeni (IRE),W J Lee,0,Louise G Lyons,8th,1 3/4 l,2,9-2,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Just Jump (IRE),C Horgan,7,A Slattery,7th,1 l,2,9-4,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Its All Peachy (IRE),J A Heffernan,0,M O'Callaghan,6th,1/2 l,2,8-11,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,5th,1 3/4 l,2,9-3t,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Boogie Inthejungle,G F Carroll,0,G P Cromwell,4th,Head,2,8-11,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Inns Of Fear (IRE),G M Ryan,0,M Fahey,3rd,3 1/4 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Chester Nimitz (IRE),C T Keane,0,N Meade,2nd,1/2 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Majestic Wave,R P Whelan,0,John O'Donoghue,1st,N/A,2,9-4p,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Lost President (IRE),S Foley,0,R O'Sullivan,NR,N/A,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Amavasya (IRE),D E Sheehy,0,M C Grassick,NR,N/A,2,9-3,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Twinkling Toes (IRE),N G McCullagh,0,Charles Weld,19th,2 3/4 l,2,9-1h,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Wild Island (IRE),R P Cleary,0,Ciaran Murphy,18th,3 1/2 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Hi George (IRE),R C Colgan,0,N Slevin,17th,9 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Clarabell,J Cleary,7,A Sexton,16th,4 3/4 l,2,8-9,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,A Call Too Soon (IRE),A J Slattery,0,J A Stack,15th,1 1/4 l,2,8-13,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Harlem Playgirl (IRE),C D Hayes,0,A Oliver,14th,Head,2,8-11,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Aleppo Pepper (IRE),K G Kennedy,7,K P Cotter,13th,1 3/4 l,2,8-9,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Arabella Cee (IRE),D P McDonogh,0,W McCreery,12th,1 1/4 l,2,9-1,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Lyle The Crocodile (IRE),R Whearty,3,Joseph Murray,11th,1/2 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Cala Bonita (IRE),W Joyce,5,M J Smith,10th,1 1/4 l,2,8-9,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Dark Ace (IRE),Adam Caffrey,3,A McGuinness,9th,Short Head,2,9-2,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Taudeni (IRE),W J Lee,0,Louise G Lyons,8th,1 3/4 l,2,9-2,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Just Jump (IRE),C Horgan,7,A Slattery,7th,1 l,2,9-4,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Its All Peachy (IRE),J A Heffernan,0,M O'Callaghan,6th,1/2 l,2,8-11,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Cradle Of Love (IRE),D McMonagle,0,J P O'Brien,5th,1 3/4 l,2,9-3t,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Boogie Inthejungle,G F Carroll,0,G P Cromwell,4th,Head,2,8-11,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Inns Of Fear (IRE),G M Ryan,0,M Fahey,3rd,3 1/4 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Chester Nimitz (IRE),C T Keane,0,N Meade,2nd,1/2 l,2,9-0,-,True,144,37
Navan Racing Results | 9th October 2024 13:51,N/A,13:51,Good To Yielding (Good In Places),5f 180y,Majestic Wave,R P Whelan,0,John O'Donoghue,1st,N/A,2,9-4p,-,True,144,37
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Lanzerac (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Eccellente,Neve Bennett,7,D J Bunyan,14th,1 1/4 l,3,9-3b,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Easyshineadiamond (IRE),R P Cleary,0,Mrs A M O'Shea,13th,1 3/4 l,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Free Range Kid (IRE),C T Keane,0,E Lynam,12th,8 1/2 l,3,9-8,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Decorated Princess (IRE),W Joyce,5,A Sexton,11th,2 l,3,9-3tb1,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Shelbourne Flyer (IRE),D W O'Connor,0,J C McConnell,10th,3/4 l,3,9-8,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Yaxchilan (IRE),C D Hayes,0,D K Weld,9th,3 1/4 l,3,9-8t,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Lady Fox (IRE),M W Hassett,5,H De Bromhead,8th,2 l,5,9-3h,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Twotolose (IRE),S T McCullagh,3,Daniel McLoughlin,7th,1/2 l,3,9-8t1,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Ukiyo (IRE),Adam Caffrey,3,P Martin,6th,Short Head,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Camachero (IRE),J J G Ryan,3,E Lynam,5th,1 1/2 l,3,9-8,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Many Thanks (IRE),A J Slattery,0,A Slattery,4th,Head,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Platino Bianco (IRE),R C Colgan,0,C Timmons,3rd,1 1/4 l,3,9-3t,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Keepcalmandsailon,G F Carroll,0,A Oliver,2nd,1 1/4 l,3,9-8t,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Sweet Thing (IRE),W J Lee,0,A Oliver,1st,N/A,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Lanzerac (IRE),S Foley,0,Mrs J Harrington,NR,N/A,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Eccellente,Neve Bennett,7,D J Bunyan,14th,1 1/4 l,3,9-3b,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Easyshineadiamond (IRE),R P Cleary,0,Mrs A M O'Shea,13th,1 3/4 l,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Free Range Kid (IRE),C T Keane,0,E Lynam,12th,8 1/2 l,3,9-8,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Decorated Princess (IRE),W Joyce,5,A Sexton,11th,2 l,3,9-3tb1,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Shelbourne Flyer (IRE),D W O'Connor,0,J C McConnell,10th,3/4 l,3,9-8,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Yaxchilan (IRE),C D Hayes,0,D K Weld,9th,3 1/4 l,3,9-8t,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Lady Fox (IRE),M W Hassett,5,H De Bromhead,8th,2 l,5,9-3h,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Twotolose (IRE),S T McCullagh,3,Daniel McLoughlin,7th,1/2 l,3,9-8t1,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Ukiyo (IRE),Adam Caffrey,3,P Martin,6th,Short Head,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Camachero (IRE),J J G Ryan,3,E Lynam,5th,1 1/2 l,3,9-8,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Many Thanks (IRE),A J Slattery,0,A Slattery,4th,Head,3,9-3,-,True,144,38
Navan Racing Results | 9th October 2024 14:21,N/A,14:21,Good To Yielding (Good In Places),5f 180y,Platino Bianco (IRE),R C Colgan,0,C Timmons,3rd,1 1/4 l,3,9-3t,-,True,144,38
