track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
N/A,N/A,19:20,Good To Yielding,1m 1f,Snellen (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-13,94,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Sli Na Ghealai (IRE),R P Cleary,0,J S Bolger,5th,5 1/2 l,3,9-0,81,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Formal Display,C T Keane,0,G M Lyons,4th,1/2 l,3,10-0t1,95,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,September Leaves (IRE),S Foley,0,Mrs J Harrington,3rd,2 1/2 l,3,8-9v,76,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Shamsuddin (IRE),B M Coen,0,J P Murtagh,2nd,Head,3,9-4,85,True,130,12
N/A,N/A,19:20,Good To Yielding,1m 1f,Tokenomics (FR),L T McAteer,0,D Marnane,1st,N/A,3,9-1,82,True,130,12
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Tamrat (IRE),C T Keane,0,G M Lyons,5th,23 l,3,9-8,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,La Vita Nova (IRE),S Foley,0,Mrs J Harrington,4th,4 1/2 l,3,9-4t,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Blackpool (IRE),R L Moore,0,A P O'Brien,3rd,1 1/4 l,3,9-8b,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Barnso,W M Lordan,0,N Lupini,2nd,4 1/4 l,3,9-7,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Aeronautic (IRE),D P McDonogh,0,J P O'Brien,1st,N/A,3,9-6t,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Tamrat (IRE),C T Keane,0,G M Lyons,5th,23 l,3,9-8,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,La Vita Nova (IRE),S Foley,0,Mrs J Harrington,4th,4 1/2 l,3,9-4t,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Blackpool (IRE),R L Moore,0,A P O'Brien,3rd,1 1/4 l,3,9-8b,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Barnso,W M Lordan,0,N Lupini,2nd,4 1/4 l,3,9-7,-,True,130,13
N/A,N/A,19:50,Good To Yielding,1m 4f 180y,Aeronautic (IRE),D P McDonogh,0,J P O'Brien,1st,N/A,3,9-6t,-,True,130,13
N/A,N/A,20:20,Good To Yielding,1m 7f,Alex The Great (IRE),M W Hassett,5,A Murray,NR,N/A,4,9-3,59,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Cape Bridgewater (IRE),S Foley,0,Gerard O'Leary,14th,17 l,4,10-3p,73,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Dollar Value (USA),J J G Ryan,5,T G McCourt,13th,1 3/4 l,9,9-1,57,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Make The Switch (IRE),C D Maxwell,0,T G McCourt,12th,2 3/4 l,9,8-10tv1,52,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Wild Shot,C Geerdharry,7,J C McConnell,11th,Head,10,9-0t,56,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Whispering Hopes (IRE),K G Kennedy,7,G Elliott,10th,1/2 l,4,9-6,62,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Bigz Belief (IRE),W M Lordan,0,M J Smith,9th,2 l,7,8-7tb,49,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Global Export (IRE),R Whearty,5,G P Cromwell,8th,1 1/2 l,6,9-13h,69,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Figurehead (IRE),J Cleary,7,Michael G Cleary,7th,Neck,7,8-9tb,51,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Party Dress (IRE),W J Lee,0,W McCreery,6th,Nose,4,10-4,74,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,5th,1 1/4 l,6,9-2,58,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Influential Lady (IRE),C T Keane,0,J Barcoe,4th,1 1/4 l,10,9-8,64,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Believe In Science (IRE),R P Cleary,0,J S Bolger,3rd,1 3/4 l,5,9-7p,63,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Quiz Test (IRE),S T McCullagh,3,S Byrne,2nd,1/2 l,4,10-1,71,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Sceptred Isle,C D Hayes,0,G A Kingston,1st,N/A,7,9-6h,62,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Alex The Great (IRE),M W Hassett,5,A Murray,NR,N/A,4,9-3,59,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Cape Bridgewater (IRE),S Foley,0,Gerard O'Leary,14th,17 l,4,10-3p,73,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Dollar Value (USA),J J G Ryan,5,T G McCourt,13th,1 3/4 l,9,9-1,57,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Make The Switch (IRE),C D Maxwell,0,T G McCourt,12th,2 3/4 l,9,8-10tv1,52,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Wild Shot,C Geerdharry,7,J C McConnell,11th,Head,10,9-0t,56,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Whispering Hopes (IRE),K G Kennedy,7,G Elliott,10th,1/2 l,4,9-6,62,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Bigz Belief (IRE),W M Lordan,0,M J Smith,9th,2 l,7,8-7tb,49,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Global Export (IRE),R Whearty,5,G P Cromwell,8th,1 1/2 l,6,9-13h,69,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Figurehead (IRE),J Cleary,7,Michael G Cleary,7th,Neck,7,8-9tb,51,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Party Dress (IRE),W J Lee,0,W McCreery,6th,Nose,4,10-4,74,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Firm Belief (IRE),J A Heffernan,0,R Sweeney,5th,1 1/4 l,6,9-2,58,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Influential Lady (IRE),C T Keane,0,J Barcoe,4th,1 1/4 l,10,9-8,64,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Believe In Science (IRE),R P Cleary,0,J S Bolger,3rd,1 3/4 l,5,9-7p,63,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Quiz Test (IRE),S T McCullagh,3,S Byrne,2nd,1/2 l,4,10-1,71,True,130,14
N/A,N/A,20:20,Good To Yielding,1m 7f,Sceptred Isle,C D Hayes,0,G A Kingston,1st,N/A,7,9-6h,62,True,130,14
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Pearl Of Grange (IRE),Sam Ewing,0,Mrs J Harrington,NR,N/A,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,An Ge Liath (IRE),P T Smithers,7,M Fahey,15th,1 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Strandhill Bay (IRE),M J M O'Sullivan,0,B McMahon,14th,9 l,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Annalough (IRE),P Byrnes,0,M M McNiff,13th,5 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Dee's Getaway (IRE),C G O'Dwyer,5,J P Dempsey,12th,1 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Dr Pep (FR),P T Enright,0,S Curling,11th,2 1/4 l,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Fantaske (FR),J C Gainford,0,P Nolan,10th,6 l,4,10-6t1,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Awakino (IRE),D J Gilligan,3,D Cullen,9th,Neck,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Miss Lia (IRE),T Power Roche,7,P J Rothwell,8th,1 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Rampere West (IRE),R A Doyle,0,M Fahey,7th,3 1/4 l,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Hasten Slowly (IRE),B W Harvey,0,J C McConnell,6th,1/2 l,4,11-0,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Mrs Tk (IRE),Rachael Blackmore,0,L Fowler,5th,2 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Rose Boum (FR),R Deegan,0,P Nolan,4th,5 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Gilded Moon,J J Slevin,0,A Fleming,3rd,13 l,4,11-0,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Tonaghneave Well (IRE),K M Donoghue,0,G P Cromwell,2nd,1/2 l,4,11-7,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Grann's Boy (IRE),D J O'Keeffe,0,H Rogers,1st,N/A,4,11-7,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Pearl Of Grange (IRE),Sam Ewing,0,Mrs J Harrington,NR,N/A,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,An Ge Liath (IRE),P T Smithers,7,M Fahey,15th,1 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Strandhill Bay (IRE),M J M O'Sullivan,0,B McMahon,14th,9 l,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Annalough (IRE),P Byrnes,0,M M McNiff,13th,5 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Dee's Getaway (IRE),C G O'Dwyer,5,J P Dempsey,12th,1 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Dr Pep (FR),P T Enright,0,S Curling,11th,2 1/4 l,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Fantaske (FR),J C Gainford,0,P Nolan,10th,6 l,4,10-6t1,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Awakino (IRE),D J Gilligan,3,D Cullen,9th,Neck,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Miss Lia (IRE),T Power Roche,7,P J Rothwell,8th,1 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Rampere West (IRE),R A Doyle,0,M Fahey,7th,3 1/4 l,4,10-13,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Hasten Slowly (IRE),B W Harvey,0,J C McConnell,6th,1/2 l,4,11-0,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Mrs Tk (IRE),Rachael Blackmore,0,L Fowler,5th,2 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Rose Boum (FR),R Deegan,0,P Nolan,4th,5 l,4,10-6,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Gilded Moon,J J Slevin,0,A Fleming,3rd,13 l,4,11-0,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Tonaghneave Well (IRE),K M Donoghue,0,G P Cromwell,2nd,1/2 l,4,11-7,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 16:40,N/A,16:40,Good To Yielding,2m 2f 200y,Grann's Boy (IRE),D J O'Keeffe,0,H Rogers,1st,N/A,4,11-7,-,True,130,15
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Janus Bede (FR),J Coen,3,Peter Fahey,NR,N/A,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Moonlight Jazz,Rachael Blackmore,0,H De Bromhead,NR,N/A,5,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Forever Wild (IRE),J P O'Sullivan,0,M McCabe,PU,N/A,6,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Silent Dawn (IRE),Eoin G Kelly,7,A Murray,14th,32 l,5,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Manhattan Brook (IRE),A Balfe,7,A Murray,13th,7 1/2 l,6,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Mullanour (IRE),J J Slevin,0,W J Martin,12th,2 1/2 l,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Val Venus (IRE),P T Enright,0,P Hurley,11th,20 l,6,11-4h1,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Avalo (IRE),D E Mullins,0,Peter Fahey,10th,6 1/2 l,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Fremantle Doctor (IRE),B W Harvey,0,J C McConnell,9th,3/4 l,6,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Leitzel,D J O'Keeffe,0,A McNamara,8th,2 1/4 l,4,11-1,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Bodybuilder (GER),Sam Ewing,0,G Elliott,7th,1 3/4 l,6,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,What's Lariat Now (IRE),A Harvey,7,Francis Casey,6th,1 l,6,11-4b,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,I Am Mimi (FR),K M Donoghue,0,G P Cromwell,5th,2 1/4 l,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Olivine Queen (IRE),D King,0,N Stokes,4th,2 1/2 l,5,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Be Fierce (IRE),M J M O'Sullivan,0,T M Walsh,3rd,1/2 l,7,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Kinnagrelly Boy,C Stone-Walsh,5,A Murray,2nd,8 1/2 l,5,11-4p1,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Hardy Diamond (IRE),D J Gilligan,3,G Elliott,1st,N/A,5,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Janus Bede (FR),J Coen,3,Peter Fahey,NR,N/A,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Moonlight Jazz,Rachael Blackmore,0,H De Bromhead,NR,N/A,5,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Forever Wild (IRE),J P O'Sullivan,0,M McCabe,PU,N/A,6,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Silent Dawn (IRE),Eoin G Kelly,7,A Murray,14th,32 l,5,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Manhattan Brook (IRE),A Balfe,7,A Murray,13th,7 1/2 l,6,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Mullanour (IRE),J J Slevin,0,W J Martin,12th,2 1/2 l,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Val Venus (IRE),P T Enright,0,P Hurley,11th,20 l,6,11-4h1,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Avalo (IRE),D E Mullins,0,Peter Fahey,10th,6 1/2 l,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Fremantle Doctor (IRE),B W Harvey,0,J C McConnell,9th,3/4 l,6,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Leitzel,D J O'Keeffe,0,A McNamara,8th,2 1/4 l,4,11-1,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Bodybuilder (GER),Sam Ewing,0,G Elliott,7th,1 3/4 l,6,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,What's Lariat Now (IRE),A Harvey,7,Francis Casey,6th,1 l,6,11-4b,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,I Am Mimi (FR),K M Donoghue,0,G P Cromwell,5th,2 1/4 l,5,11-4,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Olivine Queen (IRE),D King,0,N Stokes,4th,2 1/2 l,5,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Be Fierce (IRE),M J M O'Sullivan,0,T M Walsh,3rd,1/2 l,7,11-4t,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Kinnagrelly Boy,C Stone-Walsh,5,A Murray,2nd,8 1/2 l,5,11-4p1,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:15,N/A,17:15,Good To Yielding,2m 2f 200y,Hardy Diamond (IRE),D J Gilligan,3,G Elliott,1st,N/A,5,10-11,-,True,130,16
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Boxcar Molly (IRE),G B Noonan,5,E McCarthy,PU,N/A,5,10-13p,80,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Aill Dubh (IRE),J G Gilligan,7,M Flannery,PU,N/A,7,11-7,88,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Slaney Bank (IRE),A P Kelly,5,M Fahey,PU,N/A,6,11-4,85,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Sula Warrior (IRE),L A McKenna,5,J G Cosgrave,PU,N/A,8,11-3,84,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Princess Felicia (IRE),P T Enright,0,M J Tynan,10th,11 l,5,11-4,85,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Divilabother (IRE),A Harvey,7,Thomas Coyle,9th,11 l,6,11-4,85,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Ardfert Mary (IRE),D E Mullins,0,J P Ryan,8th,9 1/2 l,7,10-13,80,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Trishknowsbest (IRE),C Stone-Walsh,5,Mrs P Dobbs,7th,2 l,7,11-9,90,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Fort Randall (IRE),P Hanlon,7,J J Hanlon,6th,6 1/2 l,5,11-11,92,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Junot (IRE),D J O'Keeffe,0,M Winters,5th,5 1/2 l,5,12-0tp,95,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Ballycommon Chapel (IRE),R Deegan,0,R Donohoe,4th,Short Head,6,11-7,88,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Khewilltu (IRE),J J Slevin,0,John F O'Neill,3rd,11 l,5,11-3,84,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Minority Interest (IRE),T Power Roche,7,P J Rothwell,2nd,1 1/4 l,4,11-3,88,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Ixigreczed (FR),P K Donovan,5,E Seymour,1st,N/A,6,11-9,90,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Boxcar Molly (IRE),G B Noonan,5,E McCarthy,PU,N/A,5,10-13p,80,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Aill Dubh (IRE),J G Gilligan,7,M Flannery,PU,N/A,7,11-7,88,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Slaney Bank (IRE),A P Kelly,5,M Fahey,PU,N/A,6,11-4,85,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Sula Warrior (IRE),L A McKenna,5,J G Cosgrave,PU,N/A,8,11-3,84,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Princess Felicia (IRE),P T Enright,0,M J Tynan,10th,11 l,5,11-4,85,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Divilabother (IRE),A Harvey,7,Thomas Coyle,9th,11 l,6,11-4,85,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Ardfert Mary (IRE),D E Mullins,0,J P Ryan,8th,9 1/2 l,7,10-13,80,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Trishknowsbest (IRE),C Stone-Walsh,5,Mrs P Dobbs,7th,2 l,7,11-9,90,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Fort Randall (IRE),P Hanlon,7,J J Hanlon,6th,6 1/2 l,5,11-11,92,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Junot (IRE),D J O'Keeffe,0,M Winters,5th,5 1/2 l,5,12-0tp,95,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Ballycommon Chapel (IRE),R Deegan,0,R Donohoe,4th,Short Head,6,11-7,88,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Khewilltu (IRE),J J Slevin,0,John F O'Neill,3rd,11 l,5,11-3,84,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Minority Interest (IRE),T Power Roche,7,P J Rothwell,2nd,1 1/4 l,4,11-3,88,True,130,17
Kilbeggan Racing Results | 26th July 2024 17:45,N/A,17:45,Good To Yielding,2m 2f 200y,Ixigreczed (FR),P K Donovan,5,E Seymour,1st,N/A,6,11-9,90,True,130,17
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Baby Chou (IRE),K C Sexton,0,A Kinirons,NR,N/A,6,11-6t,87,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Sunwalk,C G O'Dwyer,5,S Neville,PU,N/A,6,11-1t,82,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Cappacurry Croi (IRE),J Smith,7,L Young,PU,N/A,6,10-13p,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Daly Pursuit (IRE),M M McDonagh,0,Patrick J Hassett,PU,N/A,7,11-3,84,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Johnny M (IRE),Sam Ewing,0,Peter Fahey,10th,9 l,6,11-12,93,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Trim To Milan (IRE),J Kearney,5,G Keane,9th,2 l,9,10-13t,80,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Mont Beuvray (IRE),S Fitzgerald,0,J P Ryan,8th,2 l,6,11-3,84,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Roman Parish (IRE),J J Slevin,0,D M O'Brien,7th,16 l,6,11-3b,84,True,130,18
Kilbeggan Racing Results | 26th July 2024 18:20,N/A,18:20,Good To Yielding,2m 2f 200y,Toor Moon (IRE),L Quinlan,3,Ms M Flynn,6th,1/2 l,7,11-10h,91,True,130,18
